GeneSym	HP1504101T2D_wholeislet	HP1506401_wholeislet	HP1504901_wholeislet	HP1508501T2D_wholeislet	HP1507101_wholeislet	HP1526901T2D_wholeislet	HP1525301T2D_wholeislet
LYPLAL1-AS1	27	42	26	39	54	15	23
MARK1	1956	1372	3178	2167	3399	1595	1264
RAB3GAP2	5338	4938	5991	7028	7165	4169	3974
MARC1	116	160	202	164	215	160	111
DUSP10	490	1011	558	785	445	607	399
DISP1	860	737	891	940	1159	562	557
MIA3	5826	6131	6611	6933	6694	4446	4302
TP53BP2	1712	2130	2081	3239	2113	1872	1607
SUSD4	4559	6695	4454	4077	4610	4151	3065
CAPN8	6	51	17	57	1	17	31
CNIH3	518	372	734	553	1333	375	1112
ENAH	4202	6055	4080	6604	4224	4574	4356
SRP9	8582	10844	11704	12348	12384	9526	8988
ACBD3	4850	4924	5700	6111	6359	4031	4124
CDC42BPA	9535	8849	13569	9842	13770	7421	6359
ADCK3	2482	3510	3309	3033	2743	1984	1828
ITPKB	135	198	255	311	173	281	200
C1orf95	46	31	14	15	40	78	4
SNAP47	1603	1715	1653	1921	2065	1563	1186
OBSCN	800	957	1206	946	1185	893	496
ZNF678	604	795	871	840	804	544	693
WNT3A	0	0	0	1	0	0	0
RHOU	738	1539	702	1475	670	1157	1179
GALNT2	2945	4282	3379	6799	4771	4113	4103
URB2	622	640	758	843	670	547	437
PGBD5	2834	2790	2816	3251	4986	2728	2863
TTC13	1240	1121	1524	1634	1225	1002	1067
COG2	2156	2878	2738	2934	2920	2116	1982
EXOC8	2076	2289	2410	2203	2116	1584	1658
TRIM67	54	4	12	41	43	31	76
DISC1	0	0	0	0	0	0	0
PCNXL2	894	1065	1270	1234	1259	1175	835
SLC35F3	1801	1823	1608	1966	2414	1055	2285
GNG4	9308	9933	10572	12172	10549	7460	7440
TBCE	856	918	1214	1113	1139	791	674
B3GALNT2	1534	1754	1698	1552	1629	1420	1329
ARID4B	3584	2957	3978	3899	4113	2721	2600
TOMM20	7013	8461	15254	10510	16723	8564	6034
GPR137B	1182	888	1511	1521	1553	905	1343
EDARADD	5316	5973	7692	7834	8569	5091	4244
NID1	771	120	1086	1417	1287	1421	979
HEATR1	1246	1280	1436	1781	1289	996	845
LGALS8	2482	3079	2625	4289	2993	2491	2231
RYR2	456	787	442	288	649	426	358
CHRM3	358	204	402	245	181	106	94
FMN2	3234	3060	3491	2940	2649	2445	1738
KMO	4	18	32	108	24	24	64
WDR64	0	0	3	1	0	0	0
PLD5	14	2	7	4	7	0	8
CEP170	1398	1037	1572	1275	1540	902	754
AKT3	7241	6570	9839	8833	10048	5675	4163
SDCCAG8	1130	1469	1234	1799	1692	1189	1139
LOC339529	0	0	0	0	1	0	2
ADSS	2215	2463	2915	3438	3155	2270	2181
C1orf101	100	88	107	111	76	64	70
EFCAB2	416	714	673	863	1140	528	545
DESI2	2195	1875	2399	2511	2451	1826	1754
CNST	1955	2074	2215	2202	2412	1708	1428
ZNF670-ZNF695	0	0	0	0	0	0	0
ZNF124	228	268	193	288	230	237	156
AHCTF1	2129	2172	3091	2456	2741	1843	1418
ZNF670	281	420	261	501	320	255	175
NLRP3	8	10	190	139	851	4	18
GCSAML	4	10	9	12	12	14	11
OR2L13	16	10	0	0	8	0	18
OR4F5	0	0	0	0	0	0	0
DDX11L1	0	0	0	0	0	0	0
FAM138A+FAM138F	0	0	0	0	0	0	0
WASH7P	54	31	35	50	54	28	39
MIR6859-1+MIR6859-2	5	5	6	11	5	12	3
LOC729737	27	126	133	277	80	188	45
LOC100132062+LOC100132287+LOC100133331	4	4	3	2	14	1	0
OR4F16+OR4F29+OR4F3	0	0	0	0	0	0	0
MIR6723	1743	7	14	5	4	15	13
LOC100133331	53	47	90	81	67	43	55
LOC100288069	6	6	24	8	7	4	8
FAM87B	6	2	11	4	10	2	4
LINC00115	26	31	22	18	18	10	27
KLHL17	585	701	587	492	615	663	435
LOC100130417	181	439	465	461	266	606	419
NOC2L	2490	2910	2988	3529	3462	2282	1806
PERM1	2	36	14	30	14	26	36
FAM41C	0	12	6	2	0	0	2
PLEKHN1	18	63	21	160	17	57	67
SAMD11	2359	3613	3463	3491	3500	3540	1955
ISG15	229	325	160	464	256	287	306
HES4	191	391	105	555	229	329	344
RNF223	4	16	14	37	8	14	8
AGRN	3508	4553	3369	11795	4435	8281	7081
TNFRSF4	0	0	47	0	14	14	0
MIR200B	2	0	2	5	1	4	2
MIR200A	7	3	6	10	0	4	6
MIR429	3	1	7	10	3	8	10
TTLL10	12	9	11	7	9	7	13
B3GALT6	1325	1423	1745	1890	1755	1289	969
SDF4	6944	9154	6563	13163	9194	6770	8611
TNFRSF18	25	2	17	92	27	11	33
LINC01342	0	0	0	0	0	0	2
DVL1	3084	2852	3291	3594	4133	2401	1972
SCNN1D	116	129	215	149	78	228	93
TAS1R3	23	29	26	14	30	29	12
MIR6808	0	0	0	1	0	0	0
CPSF3L	1812	2079	1972	2771	2438	2117	1687
UBE2J2	1637	1492	1640	2154	1994	1702	1453
MXRA8	266	152	292	450	620	855	781
PUSL1	493	442	506	643	561	379	285
ACAP3	4610	4624	5786	4813	5750	4789	3240
CPTP	442	805	481	944	566	536	520
MIR6727	7	8	5	5	6	9	4
MIR6726	0	0	0	0	0	0	1
ANKRD65	2507	3226	3802	3349	4318	2648	2200
VWA1	5271	4598	6332	14491	11270	6515	7688
ATAD3C	655	891	976	877	1220	857	715
TMEM88B	0	0	0	3	0	2	0
MRPL20	2035	2505	2260	2815	2487	1810	1979
CCNL2	2587	2898	3576	4692	2381	4785	3429
ATAD3B	230	420	396	563	377	423	387
LOC148413	688	1023	833	1208	1070	773	787
MIB2	1583	1419	1906	1848	2796	1649	1488
MMP23A	0	0	0	0	0	0	0
ATAD3A	554	820	618	979	725	576	563
SSU72	4071	4088	4823	4972	4563	3585	3417
MMP23B	0	0	0	0	1	0	2
C1orf233	370	356	458	283	687	348	185
TMEM240	100	50	88	78	158	55	39
SLC35E2	775	1102	899	964	1109	1452	753
CDK11A	182	190	173	332	231	125	137
SLC35E2B	2692	3802	3634	3431	3280	2199	2876
GNB1	27923	28244	32218	34695	36195	23868	21489
TMEM52	26	70	20	51	15	19	4
CALML6	0	0	5	7	0	3	0
GABRD	1	0	0	4	2	2	6
KIAA1751	0	0	0	1	0	0	1
C1orf86	1086	1365	1748	1629	2116	1194	875
PEX10	773	1170	936	1210	1258	714	782
LOC100129534	51	134	68	85	110	75	71
RER1	2883	4292	3412	5464	4010	3669	3438
MORN1	101	136	178	201	207	141	174
PLCH2	4378	5091	11520	1877	3855	6633	4396
PANK4	1267	1206	1430	1636	1540	1171	878
LOC100133445	181	106	408	103	251	111	79
LOC115110	68	96	136	148	85	51	130
HES5	25	6	16	7	7	8	10
FAM213B	1102	891	1259	1417	1272	971	1079
MMEL1	1	18	4	36	12	20	29
LOC100996583	1	2	5	0	0	0	0
ACTRT2	0	0	0	0	0	0	0
LINC00982	40	153	49	165	100	136	229
MIR4251	0	0	0	0	0	0	0
ARHGEF16	1152	1305	896	1654	1253	1235	985
MIR551A	0	0	0	0	0	0	0
TP73	40	32	25	30	17	38	30
TP73-AS1	1902	1855	1937	2157	2468	1646	1305
WRAP73	703	754	781	1003	993	716	552
TPRG1L	7776	7644	9609	8888	9981	6090	4571
LRRC47	2516	3017	3224	3340	3506	2354	1986
CEP104	2563	2241	3054	2769	3014	2310	1926
SMIM1	168	115	147	166	232	78	82
C1orf174	1199	1103	1403	1647	1341	900	886
LINC01134	30	40	18	15	19	2	27
LINC01346	0	0	1	0	2	0	0
LOC284661	0	0	0	0	0	0	0
MIR4417	0	0	0	0	0	0	0
MIR4689	0	0	1	2	0	0	1
RPL22	7931	9163	13228	10812	13584	7766	7973
RNF207	288	205	297	419	173	340	381
CHD5	1055	264	698	878	454	477	640
GPR153	767	90	230	196	358	262	258
LINC00337	0	7	2	15	10	2	6
HES3	0	0	0	0	0	0	0
MIR4252	0	0	0	0	0	0	0
ESPN	24	24	8	37	19	18	19
TNFRSF25	42	27	26	46	24	40	37
HES2	4	8	4	26	6	22	44
TAS1R1	5	5	2	6	0	0	2
KLHL21	2703	2135	2607	2557	3286	1866	1464
NOL9	790	763	1119	949	858	683	585
ZBTB48	629	555	647	737	767	568	481
PHF13	1372	1114	1677	1601	1779	865	977
DNAJC11	1158	1463	1463	1692	1368	1150	1005
THAP3	627	519	685	678	1008	442	453
LOC100505887	0	0	0	0	0	0	0
VAMP3	5571	6070	7078	8500	7672	5213	4720
UTS2	0	4	4	0	51	4	41
PARK7	7214	8866	7957	10954	9913	6971	7409
ERRFI1	2834	4332	5003	5131	5687	4014	3192
ENO1	32587	35003	38681	67714	41317	35421	24201
CA6	0	0	0	0	0	0	0
ENO1-AS1	9	30	12	14	16	12	19
MIR6728	0	0	0	1	1	0	0
SLC2A7	0	0	0	0	0	0	0
SLC2A5	6	4	0	9	14	2	16
MIR34A	0	0	0	0	0	3	0
SPSB1	654	964	909	1605	1004	1187	1147
LOC100506022	22	93	43	74	54	46	35
TMEM201	908	830	997	818	993	593	581
SLC25A33	416	398	446	535	471	325	446
C1orf200	0	0	0	0	0	0	0
PIK3CD	260	278	322	561	278	368	305
RBP7	34	17	58	44	29	27	35
LZIC	1325	1316	1826	1774	1937	1032	974
NMNAT1	678	788	737	1183	1015	604	780
PGD	5385	4901	5283	7421	6830	4528	4722
APITD1	72	139	134	105	103	81	121
APITD1-CORT	0	0	0	0	0	0	0
DFFA	1107	1257	1213	1680	1498	991	804
CORT	4	16	2	4	5	8	4
TARDBP	6017	6774	7010	8339	7061	5392	5204
SRM	994	1312	1111	1434	1221	1007	854
MASP2	91	70	158	82	54	124	82
ANGPTL7	2	37	3	12	8	6	9
MTOR-AS1	1	2	1	0	0	0	3
UBIAD1	1097	1212	1300	1458	1394	1110	817
PTCHD2	651	1566	949	924	1180	1155	692
FBXO6	431	395	441	747	659	417	453
FBXO44	1764	1588	1736	1348	2043	1405	1091
MAD2L2	833	748	704	1229	1128	752	666
FBXO2	2646	3665	1916	2180	3072	1504	1283
DRAXIN	0	1	2	3	0	0	2
LOC101929181	0	0	0	0	0	0	0
CLCN6	1579	1297	1471	1899	2379	1379	851
NPPA-AS1	27	26	57	34	4	66	29
NPPB	0	44	8	68	4	6	38
NPPA	20	28	19	13	10	47	11
MTHFR	1861	1610	1919	2749	2222	1627	1291
C1orf167	0	0	0	0	0	1	0
PLOD1	2378	2823	1925	4358	3296	2738	2573
KIAA2013	2538	2477	2327	3721	3718	2415	2509
MIIP	373	379	515	590	695	549	293
MIR6729	0	0	0	1	0	0	1
TNFRSF1B	92	37	101	137	162	46	97
MIR4632	0	0	0	0	0	0	0
MIR7846	0	0	0	1	1	0	0
SNORA59A+SNORA59B	0	0	0	0	0	0	0
DHRS3	884	2172	1205	3281	1369	1787	1849
MIR6730	0	0	1	1	0	0	0
PRAMEF12	4	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0
C1orf158	21	69	60	29	109	38	73
PRAMEF2	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0
LOC649330	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0
PRAMEF7+PRAMEF8	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0	0
HNRNPCL2	1	1	1	1	2	1	1
PRAMEF5	0	0	0	0	0	0	0
LOC645354+LOC649324	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0
PRAMEF16	0	0	0	0	0	0	0
LOC400736+PRAMEF14	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0
LRRC38	0	0	2	0	0	0	0
PDPN	29	44	67	201	312	210	122
PRDM2	2051	1977	2263	2567	2361	1781	1544
TMEM51	1333	1945	1216	2535	1720	1964	2106
C1orf195	2	0	0	2	0	1	0
CASP9	484	729	645	846	848	717	528
CELA2A	653	7800	1502	662	579	668	252
EFHD2	1369	1930	1503	3145	1981	1642	1851
CTRC	2740	19390	3361	2084	2372	1484	959
CELA2B	21	238	59	89	28	28	8
DDI2	300	275	444	386	411	232	203
AGMAT	66	213	111	172	123	73	157
RSC1A1	206	259	382	301	346	173	175
SLC25A34	2299	1769	1887	1268	5547	2602	1861
PLEKHM2	6370	6541	9334	8242	12389	7790	4632
FBLIM1	1665	3085	1853	3990	2310	2796	3082
TMEM82	0	32	4	5	9	6	6
UQCRHL	1373	1804	1427	2258	1910	1237	1238
FLJ37453	486	493	460	579	601	462	422
ZBTB17	1609	1697	1835	1984	1889	1414	1076
CLCNKB	14	25	27	11	18	40	140
CLCNKA	11	18	5	24	7	10	18
C1orf64	0	0	0	0	0	0	0
HSPB7	27	62	11	95	14	44	49
EPHA2	262	551	301	1008	204	626	695
FAM131C	798	483	931	501	1102	407	408
RSG1	152	167	167	388	375	189	197
ARHGEF19	71	103	52	107	88	136	78
SZRD1	8329	8519	9124	11778	10163	6998	7194
SPATA21	1	0	0	0	5	0	0
CROCCP3	170	161	164	142	201	210	139
MIR3675	0	0	0	0	0	0	0
MST1P2	90	363	204	416	139	409	350
CROCCP2	380	698	416	609	885	642	327
FAM231A	0	0	0	0	0	0	0
MST1L	256	818	183	805	293	414	504
CROCC	829	921	722	1138	1077	967	629
ATP13A2	3437	3054	3186	4779	4009	2631	2449
SDHB	2733	4297	3569	4977	4055	2794	2889
PADI4	0	0	0	0	0	0	0
PADI3	32	33	12	53	6	98	131
RCC2	2017	2345	2308	3407	2220	2591	2404
PADI6	0	0	0	0	0	0	0
KLHDC7A	270	525	112	301	108	101	259
TAS1R2	0	0	0	0	0	0	0
ALDH4A1	288	511	454	687	603	562	438
MIR4695	0	0	0	0	0	0	0
AKR7A2	2528	2489	3282	3564	4847	2829	2912
PQLC2	1031	925	1185	1292	1555	908	853
AKR7A3	83	967	182	160	116	165	149
AKR7L	43	53	47	39	33	36	45
LOC100506730	336	255	567	352	502	251	330
EMC1	3468	4521	4439	5518	4997	3766	3709
MRTO4	933	1426	1426	1915	1365	1164	992
MINOS1	1694	2405	2415	2978	2697	1856	2171
NBL1	0	0	0	0	0	0	0
MINOS1-NBL1	0	0	0	0	0	0	0
HTR6	7	0	2	4	4	2	0
RPS14P3	260	442	469	696	600	326	348
RNF186	55	237	99	111	176	88	92
PLA2G2A	19	26	0	20	20	20	28
PLA2G2E	0	0	0	0	0	0	0
OTUD3	1474	1269	2302	1115	2471	1419	961
PLA2G2D	0	0	0	0	0	0	0
PLA2G5	0	0	2	1	0	0	0
PLA2G2F	0	0	0	8	0	0	0
UBXN10	421	539	537	524	555	514	406
PLA2G2C	0	0	0	0	1	0	0
UBXN10-AS1	10	2	5	8	12	4	10
VWA5B1	32	57	18	70	78	62	31
CAMK2N1	7523	5324	13223	7416	10878	6859	5492
MUL1	2186	2527	2248	2811	2853	2011	1711
CDA	5	0	0	20	0	2	2
FAM43B	4	8	8	7	13	7	8
MIR6084	0	0	0	0	0	0	0
DDOST	9183	12573	10122	16826	12614	8921	9709
KIF17	4	2	30	18	14	12	0
SH2D5	9	38	37	95	13	24	14
LOC100506801	0	2	1	8	2	2	6
NBPF3	558	480	677	421	917	696	337
RAP1GAP	11074	10767	13159	13268	12510	8381	7795
LINC00339	469	757	704	653	928	559	511
CELA3B	1731	8724	1070	836	1830	422	217
CELA3A	2749	25093	5595	4200	3529	2310	1313
LOC101928043	8	10	7	11	16	6	3
WNT4	6152	6696	7995	15587	14835	7448	7392
EPHA8	79	114	66	187	149	290	65
C1QC	261	80	503	194	1203	397	240
C1QB	394	89	454	181	1197	412	346
MIR4684	0	0	0	0	0	0	0
C1QA	298	37	361	125	834	309	224
MIR6127	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0
C1orf234	0	0	0	7	0	0	5
KDM1A	4157	4541	4647	5685	5390	3915	3575
MIR3115	0	0	0	0	0	0	0
HTR1D	7	0	4	6	2	13	6
HNRNPR	7701	9462	9099	10342	8860	6760	6616
ZNF436	1114	1034	1169	1409	1212	990	718
LINC01355	71	70	64	103	39	92	89
C1orf213	59	32	70	53	82	68	75
ASAP3	318	898	295	959	292	532	661
LOC101928163	0	0	0	0	0	0	0
MDS2	0	1	2	1	0	0	0
ID3	3585	1614	2370	2138	1034	2049	2238
RPL11	20754	27892	32406	41788	33370	23330	22340
TCEB3	2845	3009	3509	3625	3160	2402	2056
TCEB3-AS1	30	64	49	41	83	58	42
PITHD1	3680	2921	4278	3592	4911	3112	2810
HMGCL	2292	3010	2222	4376	3362	2267	2485
FUCA1	6158	7241	6553	12921	10213	7058	8216
GALE	592	1029	583	1749	857	813	952
LYPLA2	1468	1440	1393	2335	1828	1564	1409
CNR2	0	0	0	0	0	0	0
SRSF10	3864	4409	3776	4911	4113	3839	3524
MIR378F	0	0	0	0	0	0	0
PNRC2	3645	3283	4574	5919	5243	4246	3962
MYOM3	1	0	6	10	2	10	21
IL22RA1	39	208	32	90	10	44	76
LOC284632	0	0	0	0	0	0	0
STPG1	774	863	769	1013	1074	701	586
GRHL3	42	66	99	100	82	57	63
RCAN3AS	46	66	67	83	120	35	51
RCAN3	3967	3216	4182	3673	3994	2292	2032
LOC100506985	1406	1230	1612	1327	1448	947	798
SRRM1	2290	2351	3142	3145	2808	2168	1851
RUNX3	114	14	97	91	139	80	65
MIR6731	0	0	0	0	0	0	0
SYF2	2064	2521	3244	3377	3513	2444	2217
RHD	8	1	9	11	9	3	18
RSRP1	1015	793	881	1435	1051	1470	1378
TMEM50A	3700	4459	4442	6248	4528	4362	4343
LDLRAP1	6032	7318	8547	7884	11302	5896	5022
LOC646471	342	246	267	286	224	329	259
PAQR7	815	1135	727	1478	853	931	939
SEPN1	3942	3963	4039	7097	5848	3683	3532
AUNIP	21	41	22	38	24	12	40
MTFR1L	2107	2114	2400	2512	2579	2042	1799
PAFAH2	1450	1853	1502	2427	1875	1390	1434
MIR3917	0	0	0	0	2	1	0
SLC30A2	417	1618	420	624	306	462	539
TRIM63	22	42	16	23	13	18	7
EXTL1	45	26	18	16	42	27	13
PDIK1L	1208	1313	1655	1359	1438	1053	1016
CNKSR1	693	577	573	740	570	786	682
ZNF593	459	468	321	868	527	445	330
CEP85	1662	1061	1126	1572	1514	1230	786
CATSPER4	0	0	0	1	0	0	0
FAM110D	3	0	26	4	6	6	2
LOC101928303	279	289	151	273	333	236	230
ZNF683	0	0	2	2	0	0	2
CD52	6	40	44	16	81	13	21
UBXN11	249	230	372	625	348	348	363
AIM1L	20	22	37	118	17	72	75
DHDDS	1783	2186	2083	2623	2333	1690	1773
HMGN2	2230	1496	2949	2839	3126	2091	1980
MIR1976	0	0	0	1	1	0	0
PIGV	870	1514	836	1369	1409	974	907
ARID1A	5485	4531	6214	6734	5892	3925	3727
GPN2	692	641	727	1005	868	609	578
ZDHHC18	922	966	861	1518	1438	958	875
SFN	10	124	50	413	12	84	113
GPATCH3	752	651	898	1031	959	584	506
NR0B2	382	817	776	1110	801	792	807
KDF1	1252	1208	1290	1630	1542	1136	977
FAM46B	273	489	390	321	349	177	122
TRNP1	2084	2072	3237	4357	4055	2091	3004
SLC9A1	1029	1150	1205	1762	1266	1253	1081
WDTC1	3145	3019	3155	4672	3667	2580	2582
LOC644961	64	68	65	132	89	47	62
SYTL1	1158	1315	1400	1928	1859	1511	1472
FCN3	9	0	17	13	0	0	0
MAP3K6	438	416	396	601	445	340	307
GPR3	40	28	46	109	118	41	131
CD164L2	3	5	14	5	26	5	20
FGR	2	22	0	3	27	11	11
IFI6	5334	4286	3913	7583	7916	3896	3683
SCARNA1	0	0	0	1	0	2	1
FAM76A	975	1055	1500	1220	1281	1009	644
STX12	3874	4773	4613	5295	4713	3658	3765
PPP1R8	2550	2976	3122	3485	3542	2327	2020
THEMIS2	420	626	349	868	436	507	437
XKR8	531	562	613	748	714	558	523
SMPDL3B	529	967	214	1908	697	835	1127
RPA2	2161	2517	2222	3283	3087	1914	1856
ATPIF1	4027	4861	5341	6174	5646	3881	4591
PTAFR	144	71	93	670	166	198	266
DNAJC8	3792	4532	4915	6015	5571	3487	3190
SESN2	3210	1581	3866	3094	3942	2105	2097
MED18	752	816	767	1309	1062	829	742
TRNAU1AP	386	378	486	844	541	526	500
SNORA61	21	15	20	54	11	31	33
SNORA44	5	10	4	12	4	23	21
SNORA16A	2	2	4	10	5	7	5
RAB42	15	18	37	38	110	26	30
SNORD99	4	3	7	7	3	4	2
SNHG12	247	235	353	400	356	250	253
YTHDF2	3101	3489	3645	4157	3638	2906	2570
GMEB1	345	469	531	587	415	264	301
RNU11	0	2	0	3	0	0	0
OPRD1	68	87	181	41	157	91	20
TMEM200B	8	4	22	9	32	30	30
MECR	411	615	546	808	604	523	413
LOC101928460	0	0	0	0	0	0	0
LOC101929406	0	0	0	0	0	0	0
LAPTM5	519	307	936	511	1791	701	647
MIR4420	0	0	0	0	0	0	0
SNORD103A+SNORD103B	0	0	0	0	0	0	0
SDC3	524	531	386	1166	630	860	889
SNORD85	0	0	0	0	0	0	0
NKAIN1	209	223	150	221	306	133	160
ZCCHC17	1428	1593	1774	2654	2284	1423	1368
FABP3	55	67	62	96	91	34	58
SNRNP40	1247	1361	1621	2076	1822	1242	1248
SERINC2	1815	5136	2439	17698	1914	3678	4431
LINC01225	0	1	1	0	0	0	0
TINAGL1	1745	3268	1138	10581	1175	2747	3349
PEF1	2467	2989	1786	4107	3871	2593	2469
HCRTR1	1	0	2	4	8	8	0
LINC01226	0	5	0	0	0	2	0
BAI2	155	35	70	58	101	113	137
MIR4254	0	0	0	0	0	0	0
COL16A1	537	289	330	786	875	821	958
SPOCD1	13	6	3	93	17	48	25
TMEM39B	423	525	698	883	825	572	469
LCK	9	6	8	13	14	18	4
IQCC	200	293	288	362	343	225	238
DCDC2B	36	39	51	45	42	46	57
EIF3I	5221	5212	4568	8250	6344	4382	4374
TXLNA	5999	6918	7367	8682	9233	6195	4777
CCDC28B	492	563	816	885	1066	410	373
FAM167B	46	43	88	104	97	48	64
MTMR9LP	398	285	217	484	444	377	441
TMEM234	158	243	275	404	267	331	282
BSDC1	3980	4086	4283	4762	5304	3690	3203
MARCKSL1	1906	2615	1617	4185	1722	3581	3821
FAM229A	24	34	21	28	29	33	41
TSSK3	19	47	36	64	20	43	48
ZBTB8B	48	30	33	38	55	22	42
RBBP4	5475	5852	6526	6298	6647	4839	4123
ZBTB8OS	741	933	985	1059	965	728	809
KIAA1522	2866	5792	2544	7701	2457	4332	5258
YARS	5523	2407	6593	6003	5761	4500	2074
HPCA	454	659	1473	352	1148	856	193
FNDC5	158	251	426	107	372	183	108
TMEM54	1546	2131	1667	3329	2260	2007	2210
AK2	5489	6674	7171	7943	8864	5048	5072
TRIM62	362	303	419	564	418	294	314
ZNF362	661	771	1144	878	998	812	703
MIR3605	4	2	1	4	5	11	0
A3GALT2	1	0	1	0	2	2	1
HMGB4	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	7	10
GJB5	5	6	10	6	4	4	20
GJB4	4	2	2	8	1	8	35
GJB3	12	8	34	49	4	38	99
GJA4	34	24	37	9	34	20	4
DLGAP3	512	292	504	425	596	283	364
SMIM12	1526	2096	1774	2313	1940	1424	1453
ZMYM6	1108	1228	1428	1362	1410	1079	800
ZMYM6NB	611	918	654	1467	1213	860	1023
LOC653160	57	61	119	75	107	60	65
ZMYM1	592	618	691	636	810	561	466
NCDN	1761	2300	1784	2105	2467	1617	1321
PSMB2	4158	4839	5458	6992	5711	4319	3917
CLSPN	24	76	32	68	32	20	67
C1orf216	1046	889	805	1057	1047	758	650
AGO1	2264	2350	3120	3084	2652	1806	1616
TEKT2	71	73	180	166	93	165	92
ADPRHL2	1053	1249	1313	1853	1602	1234	1206
COL8A2	17	14	16	72	54	17	24
TRAPPC3	2626	3289	3348	4157	4035	2628	2530
MAP7D1	4321	4062	5318	6764	5933	4090	3755
SH3D21	35	59	85	91	81	110	104
EVA1B	164	139	196	403	358	204	259
OSCP1	402	412	561	624	644	393	441
LSM10	1283	1138	1158	1405	1742	947	923
CSF3R	8	7	21	7	41	24	9
MRPS15	1449	1995	1922	2807	2379	1454	1584
MIR4255	0	0	0	0	0	0	0
MEAF6	5364	4980	8634	6030	8213	5137	4433
LINC01137	193	315	206	520	256	220	226
ZC3H12A	341	562	188	1202	205	784	785
MIR5581	2	2	1	0	0	0	0
MIR6732	1	2	1	9	0	4	8
RSPO1	0	1	0	1	0	0	0
GNL2	2345	3572	3299	3759	3266	2242	2370
DNALI1	1084	1486	1696	1988	1855	1609	1441
EPHA10	411	398	565	574	615	580	462
MANEAL	3464	3316	3599	4570	5150	2718	2717
C1orf109	833	737	1122	918	1133	697	614
CDCA8	90	93	78	130	119	62	114
MTF1	1546	1129	1644	1756	1668	1174	986
C1orf122	1697	2280	1801	2122	3396	1745	2182
FHL3	112	97	127	221	124	203	94
SF3A3	2774	3424	3548	4503	3639	2833	2441
UTP11L	1024	1308	1493	1564	1332	1029	913
POU3F1	49	104	180	120	122	164	40
MIR3659	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0
RHBDL2	40	53	34	114	43	127	118
MYCBP	1	1	1	4	1	0	2
GJA9-MYCBP	2	2	1	2	7	0	4
GJA9	0	0	0	0	0	0	0
NDUFS5	3677	4181	5109	7877	5781	4258	4737
AKIRIN1	4031	4576	5818	5043	5372	3962	3773
KIAA0754	287	728	336	1009	326	497	617
HEYL	773	655	1036	1266	841	1290	671
PABPC4	2968	4203	4182	5210	4697	3314	3378
PPIEL	134	127	198	189	159	154	141
SNORA55	0	2	0	1	3	1	3
PPIE	2420	2359	2109	3121	3240	2015	1611
NT5C1A	0	4	2	0	4	0	0
HPCAL4	116	44	114	54	28	16	10
OXCT2	73	66	25	63	38	43	32
TRIT1	800	889	1132	1217	778	876	536
MYCL	63	110	72	129	106	93	95
MFSD2A	82	44	41	142	195	84	124
CAP1	9982	10760	11315	18772	12607	9687	8611
PPT1	12855	16948	16891	20528	16646	10934	9867
ZMPSTE24	4419	6306	4964	6138	5248	4186	3561
TMCO2	0	2	0	2	0	1	0
SMAP2	3405	2781	3512	4243	4559	2620	2597
COL9A2	768	285	804	1100	1551	1032	1638
EXO5	376	437	317	390	340	417	330
ZFP69	57	134	63	170	141	116	118
ZNF684	202	273	220	302	291	222	165
ZFP69B	165	113	140	141	128	103	101
RIMS3	144	198	57	275	137	138	135
NFYC	1286	1377	1442	1680	1441	1235	943
MIR30C1	0	0	0	0	0	0	0
MIR30E	0	0	0	0	0	0	0
CITED4	180	493	170	492	348	494	585
CTPS1	831	1026	1061	1443	853	891	785
SLFNL1	2	4	1	0	2	2	2
SLFNL1-AS1	29	27	37	45	22	23	25
FOXO6	362	286	999	416	891	364	235
EDN2	19	64	18	52	19	67	123
GUCA2B	23	133	36	33	12	54	31
GUCA2A	19	24	16	8	6	36	18
ZMYND12	175	319	191	212	423	160	191
PPCS	1816	2648	2644	2968	2759	2113	2160
CCDC30	116	168	148	121	217	118	150
LEPRE1	1847	1804	1712	2948	2376	1932	1914
CLDN19	0	0	0	0	0	0	0
YBX1	7027	9397	9388	12844	10877	7388	6864
PPIH	288	427	344	572	413	335	378
C1orf50	421	421	532	605	623	438	405
ZNF691	399	388	433	541	532	426	278
CCDC23	538	796	841	526	829	591	409
ERMAP	1470	1137	2297	1584	2209	1483	1385
LOC339539	0	0	0	0	0	0	1
SLC2A1	1073	1557	2158	2673	2555	2302	1213
SLC2A1-AS1	25	117	42	38	103	69	24
